iid;job;company;ssn;residence;current_location;blood_group;website;username;name;sex_x;address;mail;birthdate;age;sex_y;cp;trestbps;chol;fbs;restecg;thalach;exang;oldpeak;slope;ca;thal;target
72;Operational researcher;Gulati-Bhalla;188-26-2590;"974
Dubey Road, Rajahmundry-239469";(Decimal('35.488993'), Decimal('45.092138'));B+;['http://devan.com/', 'http://ravel-batra.org/', 'https://www.srinivas.net/'];jayant94;Raghav Edwin;F;H.No. 476, Sha Marg, Varanasi-853130;kannanakarsh@yahoo.com;1918-11-24;67;0;2;115;564;0;0;160;0;1.6;1;0;3;1
73;généalogiste;Leduc;2,45082E+14;"rue Zacharie Giraud
79786 PeronBourg";(Decimal('84.196448'), Decimal('122.354522'));AB-;['https://www.couturier.org/'];yrobin;Théodore Jacquot;M;"7, chemin Guillaume Simon
55527 Bernard";hschmitt@voila.fr;1959-11-09;44;1;1;120;263;0;1;173;0;0.0;2;0;3;1
74;Environmental education officer;Bedi LLC;960-29-9932;H.No. 12, Wali Ganj, Raebareli 550122;(Decimal('68.382356'), Decimal('68.585337'));A+;['http://www.mandal.com/', 'https://dutta.com/', 'http://gandhi.info/', 'http://www.buch.biz/'];lokeraghav;Kiaan Seshadri;M;"264
Tak
Amroha-496546";salvishanaya@yahoo.com;2002-06-24;58;1;0;100;234;0;1;156;0;0.1;2;1;3;0
75;chef de projet biodiversité;Laurent;2,58024E+14;"858, boulevard de Lebreton
52842 Hoareau";(Decimal('20.704995'), Decimal('53.433502'));AB-;['http://samson.com/', 'https://www.simon.fr/', 'https://lefevre.fr/', 'https://teixeira.com/'];rnormand;Élise de la Lacombe;F;"43, boulevard Marie
66563 Prévost-la-Forêt";bouchetpatricia@hotmail.fr;1922-06-06;56;1;0;125;249;1;0;144;1;1.2;1;1;2;0
76;Conservation officer, nature;Zacharia, Loke and Salvi;195-72-6697;"285
Ahuja Path, Eluru 894774";(Decimal('61.927730'), Decimal('-121.648932'));B+;['http://www.soni.com/', 'https://gera.net/'];eshaniratti;Vihaan Bains;M;08, Yogi Zila, Gangtok-287233;dadatrisha@hotmail.com;1988-01-28;54;1;1;192;283;0;0;195;0;0.0;2;1;3;0
77;Production assistant, television;Sandhu Ltd;921-63-5639;"34/369, Lata Zila
Anantapur 739548";(Decimal('-22.922236'), Decimal('-2.543390'));A-;['http://gara-saran.com/', 'https://www.tak-vora.com/', 'https://bhalla-char.com/', 'https://datta.com/'];kkannan;Arnav Barman;F;"H.No. 17
Dora Chowk
Korba-121369";fde@gmail.com;2003-07-31;53;1;0;123;282;0;1;95;1;2.0;1;2;3;0
78;consultant green IT;Petit S.A.;1,75015E+14;"97, avenue Océane Wagner
06690 Rocher-les-Bains";(Decimal('74.539419'), Decimal('13.395370'));B+;['http://www.fernandez.net/', 'https://martineau.org/', 'http://www.charles.com/'];martinezjuliette;Luce Mallet;F;"52, chemin Descamps
22458 Robert";fjacques@voila.fr;2001-01-27;70;1;0;145;174;0;1;125;1;2.6;0;0;3;0
79;Accountant, chartered certified;Ganesh-Kaur;432-23-2672;"36/33, Deep Nagar
Darbhanga 178316";(Decimal('-11.8796115'), Decimal('178.507961'));B-;['https://trivedi-sachar.com/'];fatehborra;Ranbir Cherian;F;"02/567
Thaker Ganj
Proddatur 455314";vanyakata@yahoo.com;1963-11-08;52;1;2;138;223;0;1;169;0;0.0;2;4;2;1
80;Psychologist, educational;Koshy, Sama and Mahal;549-01-9742;"79, Bhatt Street
Haldia 376646";(Decimal('-14.814637'), Decimal('98.569991'));B+;['http://kota.com/'];bsavant;Priyansh Dave;M;789, Rege Path, Srinagar-691039;oorja94@gmail.com;1998-04-21;62;0;0;150;244;0;1;154;1;1.4;1;0;2;0
81;Therapeutic radiographer;Anderson Group;694-87-3997;"8461 Carolyn Ferry
New Natalieport, TN 57841";(Decimal('82.7829925'), Decimal('-68.838380'));O+;['http://www.jackson.com/', 'http://stanley.info/', 'https://castro.com/', 'http://hammond-francis.com/'];grantdanny;Elizabeth Perkins;F;"0706 Hudson Garden
West Jamesside, GU 93003";jonathanhensley@hotmail.com;1938-09-25;65;1;3;138;282;1;0;174;0;1.4;1;1;2;0
83;Town planner;Bell, Davis and Flores;409-24-8035;"97517 David Lane Apt. 909
Lake Angelaville, MD 17656";(Decimal('4.5907625'), Decimal('23.925359'));AB-;['http://www.yoder-franklin.com/', 'https://gibson.com/'];carrolldakota;Roger Moore;M;"7811 Sarah Extensions Suite 209
Timothyhaven, MO 23932";brownthomas@yahoo.com;1913-06-06;66;0;3;150;226;0;1;114;0;2.6;0;0;2;1
84;Contracting civil engineer;Khatri, Sengupta and Venkataraman;869-84-0389;"21, Rao Circle
Hindupur 711395";(Decimal('1.155958'), Decimal('-72.465964'));A+;['http://www.sur.net/', 'http://www.jaggi-kapadia.com/'];gaderhea;Saksham Seth;F;"83/13
Walia Marg
Patiala-425074";doshihunar@yahoo.com;1948-08-15;61;1;0;140;207;0;0;138;1;1.9;2;1;3;0
85;Advertising account planner;Sarin-Bhat;466-74-9094;"39/27, Chand Path
Bhiwani 425726";(Decimal('76.927748'), Decimal('-164.859300'));O+;['http://www.kari.com/'];aliawagle;Divij Kamdar;F;"922
Upadhyay Circle, Anand-756881";rchander@yahoo.com;1924-01-18;49;0;0;130;269;0;1;163;0;0.0;2;0;2;1
86;enseignant humanitaire;Roger;2,69095E+14;"rue Pénélope Blot
46091 Saint Thierry";(Decimal('60.285694'), Decimal('-94.090298'));O-;['https://bourdon.org/', 'https://www.rocher.fr/'];iherve;Agnès du Chauveau;F;"34, rue Françoise Morel
92823 Leleu";lle-goff@laposte.net;1924-12-10;61;1;0;138;166;0;0;125;1;3.6;1;1;2;0
87;Energy manager;Flynn, Watson and Taylor;537-65-8335;"PSC 9693, Box 1723
APO AP 52825";(Decimal('-11.8197605'), Decimal('-73.266525'));B-;['http://rodriguez-moore.com/'];vincentstokes;Chelsea Fox;F;"277 Marshall Brook
Beckerfurt, WI 08943";dana26@hotmail.com;1908-09-06;45;1;3;110;264;0;1;132;0;1.2;1;0;3;0
88;Materials engineer;Hansen-Santiago;143-55-4087;"88752 Mccullough Harbors Suite 318
Brianberg, VT 80016";(Decimal('-3.080271'), Decimal('-141.598833'));AB+;['http://www.freeman.com/'];fcarter;Craig Martin;M;"465 Jones Villages
Lake Kristentown, NM 60773";gconway@gmail.com;1960-09-09;43;0;0;132;341;1;0;136;1;3.0;1;0;3;0
89;Police officer;Lawson PLC;404-57-5131;"PSC 5814, Box 9279
APO AE 71052";(Decimal('-86.0724945'), Decimal('15.031135'));AB+;['https://www.lee.com/', 'http://collins-mullins.com/', 'http://hodge.net/', 'https://www.anderson.info/'];johnsonchristopher;David Nichols;M;"546 Pamela Lock Apt. 551
New Jennifer, RI 68779";boonejoseph@gmail.com;1991-02-19;46;0;2;142;177;0;0;160;1;1.4;0;0;2;1
91;paysagiste;Humbert Klein SARL;2,73099E+14;"8, chemin Guillon
92397 Guillou";(Decimal('71.243428'), Decimal('3.677401'));A+;['https://www.leleu.fr/'];poulainsabine;Stéphanie Guyot;F;"87, rue Goncalves
58300 Saint Isabellenec";valerie33@bouygtel.fr;1925-03-06;67;1;0;100;299;0;0;125;1;0.9;1;2;2;0
92;Scientist, forensic;Deleon, Thomas and Harris;099-96-2301;"00094 Morales Springs
Catherinestad, AL 39171";(Decimal('-13.3713455'), Decimal('70.809592'));B-;['https://www.mcbride.com/'];sandra77;Angela House;F;"5115 Ortega Glens
Aimeehaven, MH 41228";alexander48@hotmail.com;1951-04-22;67;0;2;115;564;0;0;160;0;1.6;1;0;3;1
93;Designer, ceramics/pottery;Saini, Shah and Bakshi;474-38-2845;"H.No. 48, Sandhu Street
Surat-147578";(Decimal('22.246973'), Decimal('10.367111'));A-;['http://salvi-swamy.com/', 'https://brar.com/'];mannatghose;Inaaya  Sarna;M;H.No. 31, Kapadia Ganj, Mira-Bhayandar-219220;egupta@hotmail.com;2014-09-11;57;1;0;110;201;0;1;126;1;1.5;1;0;1;1
94;Administrator;Williams Group;117-52-9200;"56369 Wiggins Spring
Jonesshire, NH 71310";(Decimal('-7.2108705'), Decimal('101.007770'));B-;['http://www.gutierrez.biz/', 'https://smith.biz/', 'http://mckinney-sanchez.com/', 'http://www.hughes-harrison.com/'];brownjessica;Dana Martinez;F;"8762 Frazier Parks
Mccluremouth, VT 35400";kristimontoya@gmail.com;1954-02-15;44;1;1;130;219;0;0;188;0;0.0;2;0;2;1
95;Museum/gallery exhibitions officer;Kar, Sunder and Chopra;614-13-5717;"H.No. 13, Dugar Street
Naihati-130285";(Decimal('17.6994585'), Decimal('-174.359429'));O+;['http://bajwa.info/', 'https://agrawal-bansal.net/', 'https://www.salvi.com/', 'http://deo-rege.info/'];dharrohan;Hazel Sunder;M;"85, Bansal Path
Ambarnath-191359";ukhare@gmail.com;1930-09-06;60;0;2;120;178;1;1;96;0;0.0;2;0;2;1
96;Holiday representative;Smith PLC;689-55-0260;"90542 Michael Row Suite 136
Knightside, MD 57887";(Decimal('-1.211551'), Decimal('-155.676899'));A-;['https://www.stewart.com/', 'https://arnold.com/', 'https://www.davis.biz/', 'https://www.watkins.com/'];christopherlara;Tina White;F;"999 Melissa Station Suite 576
Sherryton, AS 61055";charleshernandez@gmail.com;1931-05-30;63;1;0;140;187;0;0;144;1;4.0;2;2;3;0
97;Learning mentor;Knight and Sons;092-80-1088;"0003 Deborah Plains Suite 278
Bryanchester, AL 50300";(Decimal('-49.438493'), Decimal('173.025429'));AB-;['https://kidd.com/', 'https://www.young.com/', 'https://www.williams.biz/', 'http://www.stevens.com/'];butlermichelle;Anne Davis;F;"41636 Wright Locks Apt. 555
South Paultown, IN 28073";kristinadavis@gmail.com;1964-01-18;66;1;0;160;228;0;0;138;0;2.3;2;0;1;1
98;conservateur du patrimoine;Martinez;2,47072E+14;"81, boulevard Pelletier
50084 Jacob";(Decimal('84.200716'), Decimal('128.512833'));B-;['https://delmas.fr/', 'http://michaud.com/'];kbrunel;Édith Dumas-Perrier;F;"97, rue de Chauvin
96966 Joly-sur-Blanc";kleinarnaude@club-internet.fr;1915-02-06;47;1;2;130;253;0;1;179;0;0.0;2;0;2;1
99;masseur;Breton S.A.R.L.;2,21057E+14;"71, boulevard de Merle
75027 Sainte Roland";(Decimal('34.4157635'), Decimal('-134.616458'));A+;['https://www.peltier.fr/'];ebonneau;Martine Vallet-Moreau;F;"61, avenue François Alexandre
81308 Sainte Émile";benoit89@tele2.fr;1980-03-14;58;1;2;140;211;1;0;165;0;0.0;2;0;2;1
100;Planning and development surveyor;Shetty and Sons;717-23-7741;"H.No. 189
Kale
Mango-898269";(Decimal('4.480337'), Decimal('-143.203728'));O-;['http://chaudhry-agate.org/'];surkiara;Dhanush Rastogi;F;"68/58
Guha Zila, Ambarnath-962903";tsagar@gmail.com;1999-09-09;57;1;2;150;168;0;1;174;0;1.6;2;0;2;1
101;chargé d'études média;Valentin Lemonnier S.A.S.;2,6505E+14;"88, rue Poulain
70591 Henry";(Decimal('-69.4879065'), Decimal('136.347003'));A-;['https://www.dos.org/', 'http://www.louis.net/', 'https://www.foucher.com/'];lherve;Sébastien Gérard-Leduc;M;"30, avenue de Barbier
70703 Payet";laure47@voila.fr;1984-05-22;51;0;2;140;308;0;0;142;0;1.5;2;1;2;1
102;secrétaire d'édition;Humbert S.A.R.L.;1,99031E+14;"rue de Pasquier
18788 Gomez";(Decimal('2.987677'), Decimal('-15.520911'));B+;['https://www.gonzalez.org/', 'http://blin.org/', 'http://bodin.fr/'];gilbertribeiro;Valérie Hubert;F;"837, boulevard Étienne Parent
14920 Guyon";uletellier@wanadoo.fr;1939-09-21;55;0;1;132;342;0;1;166;0;1.2;2;0;2;1
103;orthoptiste;Blanc Lévêque SA;2,77109E+14;"55, avenue Bonnin
93824 Nguyen";(Decimal('25.514879'), Decimal('36.395630'));AB-;['http://www.de.fr/'];emmanuel39;Arnaude Le Roux-Rousseau;F;"17, avenue de Lecoq
44506 Pereira-les-Bains";margot15@gmail.com;2000-08-18;62;0;0;160;164;0;0;145;0;6.2;0;3;3;0
104;Cartographer;Basu, Hayer and Baral;919-26-4126;"H.No. 412
Acharya Zila, Panvel-572145";(Decimal('-4.8670335'), Decimal('59.258511'));A+;['https://krishna.com/'];bsama;Aradhya Khanna;M;"H.No. 409
Aggarwal Road, Dibrugarh 792250";uganesan@yahoo.com;1921-12-13;70;1;0;145;174;0;1;125;1;2.6;0;0;3;0
105;Psychotherapist, dance movement;Case, Baker and Richard;763-69-8391;"PSC 7183, Box 7023
APO AE 18696";(Decimal('45.715777'), Decimal('112.584670'));B+;['https://www.moore.biz/', 'https://mccoy-taylor.info/', 'http://hoffman-smith.com/'];omoyer;Mackenzie Short;F;"81009 Danielle Forest
Lake Joan, CO 63838";kerrielliott@hotmail.com;1990-05-10;59;1;3;134;204;0;1;162;0;0.8;2;2;2;0
106;Medical illustrator;Saran-Guha;581-70-8357;"H.No. 674, Golla Nagar
Amaravati 721112";(Decimal('-74.8001765'), Decimal('77.516558'));O+;['http://boase.net/', 'http://ramakrishnan.net/', 'https://www.das.net/', 'https://www.sood.com/'];indrajit60;Anvi Bath;F;11/214, Batta Marg, Jorhat 848684;ntoor@hotmail.com;2022-05-19;48;0;2;130;275;0;1;139;0;0.2;2;0;2;1
107;Public relations account executive;Saha LLC;903-70-3163;"36
Raj
Mathura-304573";(Decimal('50.156676'), Decimal('-15.355329'));B-;['https://choudhry-ahluwalia.com/'];sbhargava;Eva Mahal;M;"H.No. 747
Basu Path, Satna-063835";bhattacharyyariaan@yahoo.com;1980-08-13;44;1;1;120;220;0;1;170;0;0.0;2;0;2;1
108;Meteorologist;Simmons-Barrett;469-39-3601;"48175 Michael Viaduct
Williamsville, CA 95240";(Decimal('-41.136171'), Decimal('-16.462353'));O-;['https://barker.biz/', 'https://miller.com/', 'https://www.allen.com/'];steven68;Pamela Huber;F;"412 Amy Brooks Suite 979
Perryview, CA 12576";susanarroyo@gmail.com;1954-07-19;65;0;2;155;269;0;1;148;0;0.8;2;0;2;1
110;Astronomer;Goel-Lad;824-68-6923;H.No. 14, Varma Ganj, Mehsana-962523;(Decimal('-31.660717'), Decimal('170.363595'));O-;['https://www.bhatti.com/', 'http://dara.com/', 'https://www.dugar.com/'];kimaya44;Amani Barad;F;"H.No. 088, Saraf Chowk
Madhyamgram 848486";ayeshashah@gmail.com;1994-08-29;44;1;2;140;235;0;0;180;0;0.0;2;0;2;1
111;Youth worker;Bhavsar LLC;409-62-7574;15, Walia Street, Madhyamgram-999156;(Decimal('-25.7139565'), Decimal('7.348575'));O+;['https://ratti.org/'];jivinkashyap;Saksham Ahuja;F;H.No. 360, Dyal Street, Sambhal 538852;wkapadia@yahoo.com;1973-02-21;59;1;3;178;270;0;0;145;0;4.2;0;0;3;1
112;Arts administrator;Jackson-Day;640-53-2204;"Unit 3968 Box 2427
DPO AA 38940";(Decimal('-48.786634'), Decimal('-133.030421'));B+;['https://www.smith.biz/'];ericfloyd;David Rodriguez;M;"69663 Hanson Knoll Apt. 853
South Jesus, KS 34683";dawnbell@gmail.com;1946-11-12;56;1;0;125;249;1;0;144;1;1.2;1;1;2;0
113;Scientist, forensic;Grant Ltd;615-65-7076;"9851 Wright Burg
Robinhaven, MH 96328";(Decimal('-50.756120'), Decimal('-132.299503'));B+;['http://davis.com/', 'http://clark-stout.org/', 'http://cooper.com/'];lisa01;James Diaz;M;"1105 Brian Orchard Apt. 265
Joshuaside, KY 84877";manderson@hotmail.com;1993-12-28;59;1;2;126;218;1;1;134;0;2.2;1;1;1;0
114;Tourism officer;Wright, Moss and Cooper;130-73-8108;"977 Livingston Views
Leachfurt, IA 33910";(Decimal('11.3221485'), Decimal('-60.994709'));A+;['https://walsh-moody.com/', 'http://harris-cook.com/', 'http://hall.com/', 'http://browning.com/'];kstephens;Kristina Watson MD;F;"02944 Paula Inlet Apt. 654
Lynchfort, MP 21828";michael91@yahoo.com;1936-01-22;45;0;0;138;236;0;0;152;1;0.2;1;0;2;1
115;Police officer;Jones, Ellison and Williams;628-97-2920;"71630 Hoover Vista Suite 160
South James, ID 87564";(Decimal('39.171118'), Decimal('-39.567248'));A-;['https://barker.com/', 'http://www.williams-brown.com/', 'http://www.torres.info/', 'http://www.brooks.com/'];ibradley;Kenneth Olson;M;"USNV Jones
FPO AA 92019";sethjuarez@hotmail.com;2017-02-03;64;1;3;170;227;0;0;155;0;0.6;1;0;3;1
116;ingénieur en métrologie;Verdier SA;2,99015E+14;"15, boulevard de Baudry
23511 Auger-la-Forêt";(Decimal('-10.625178'), Decimal('119.319632'));O+;['http://schneider.com/'];benoitlopez;Jules Morel;M;"189, rue de Lacroix
12105 Breton";renee61@orange.fr;2001-03-01;58;1;0;146;218;0;1;105;0;2.0;1;1;3;0
117;Make;Bala-Gandhi;039-53-4052;"00/617
Kumar Marg
Sambalpur 042642";(Decimal('-1.5845805'), Decimal('53.507414'));AB-;['http://ahluwalia.net/', 'https://seshadri.com/', 'https://www.bajwa.com/', 'http://bandi-kale.info/'];bawauthkarsh;Damini Tiwari;M;"80/821
Dar Nagar
Jhansi 057157";kkuruvilla@gmail.com;2017-12-09;51;0;0;130;305;0;1;142;1;1.2;1;0;3;0
118;Publishing copy;Dash, Gopal and Dass;332-68-6453;367, Garg Ganj, Sri Ganganagar 387508;(Decimal('-49.851674'), Decimal('66.146141'));O+;['http://sen-yadav.net/', 'https://www.jayaraman.com/'];mahika79;Advika Bhatnagar;F;H.No. 765, Dyal Circle, Sagar-442242;divij48@yahoo.com;1921-09-17;56;1;2;130;256;1;0;142;1;0.6;1;1;1;0
119;assistant de service social;Lagarde Guichard et Fils;2,22118E+14;"27, rue Sabine David
89494 Daniel-sur-Lemaître";(Decimal('-74.4434005'), Decimal('10.425755'));B-;['http://toussaint.net/', 'http://lemaitre.com/', 'https://fleury.fr/', 'https://www.fabre.net/'];zoebarbier;Laurence Allard;F;"avenue Dupré
48975 Delorme";fontainehelene@sfr.fr;2018-06-22;57;1;0;140;192;0;1;148;0;0.4;1;0;1;1
120;acheteur;Albert;2,47024E+14;"chemin Alice Charles
98315 Gomes";(Decimal('-23.872267'), Decimal('86.007861'));AB+;['https://www.barre.org/', 'https://www.ruiz.com/', 'http://www.maillet.com/'];stanguy;Eugène Schmitt de la Bertrand;M;"rue Édouard Guillet
96441 Sainte Amélie-la-Forêt";ramosmichele@noos.fr;1959-04-17;67;1;0;160;286;0;0;108;1;1.5;1;3;2;0
122;Financial trader;Handa Inc;726-20-1098;"83
Sunder Zila, Bongaigaon-102908";(Decimal('-54.803874'), Decimal('-158.417041'));A-;['https://www.khosla.com/'];jayeshbala;Piya Ahluwalia;M;"H.No. 237
Agarwal Marg, Alwar 178938";hanszara@yahoo.com;1921-08-16;62;0;0;138;294;1;1;106;0;1.9;1;3;2;0
123;Nurse, mental health;Gordon, Blackburn and Walters;405-16-3663;"9043 Scott Wall
Lake Gregory, ID 00606";(Decimal('29.4847895'), Decimal('-87.746118'));B-;['https://www.adams.com/'];bjohnson;Joseph Norton;M;"82509 Jacob Road
Beckybury, OR 88699";nicolecollins@hotmail.com;2020-09-13;49;0;0;130;269;0;1;163;0;0.0;2;0;2;1
124;Producer, radio;Nash Ltd;390-85-2069;"50224 Amy Street
Melissaland, VI 24066";(Decimal('42.000771'), Decimal('73.509494'));A+;['https://vega.com/', 'https://www.best.info/', 'http://simmons.com/', 'https://skinner.net/'];sarah27;Ashley Thomas;F;"5814 Anderson Canyon
Lake Robert, CT 25717";rkhan@hotmail.com;1986-11-04;57;1;0;150;276;0;0;112;1;0.6;1;1;1;0
125;Producer, radio;Shroff, Varughese and Sachar;351-35-6211;"59/09
Sha Zila
Nadiad-832634";(Decimal('66.2711045'), Decimal('21.277394'));O-;['https://www.sampath.com/', 'http://www.choudhury-sahota.com/', 'http://goda.info/'];ramanirvi;Pari Dass;F;"402
Chaudhari Road, Ranchi 445099";aayush78@gmail.com;1948-03-28;56;1;0;130;283;1;0;103;1;1.6;0;0;3;0
126;chef de projet sites et sols pollués;Diaz;2,48075E+14;"boulevard Adrien Lefebvre
56734 Saint Thibaut-la-Forêt";(Decimal('-44.200534'), Decimal('156.558612'));AB+;['http://www.lambert.com/', 'http://www.giraud.com/', 'http://www.loiseau.org/'];ines16;Tristan Barthelemy Le Lelièvre;M;"88, avenue Renaud
64184 SeguinVille";jacquotantoinette@hotmail.fr;1941-10-31;51;0;2;120;295;0;0;157;0;0.6;2;0;2;1
127;Journalist, newspaper;Deol-Chandran;749-93-4394;177, Johal Ganj, Sirsa-143013;(Decimal('-8.214797'), Decimal('30.687998'));O-;['https://dash.biz/', 'https://saran.com/', 'https://www.banerjee-babu.com/', 'http://www.kuruvilla.com/'];golecharvi;Tiya Khosla;F;"19/30, Ganesh Road
Anantapur 607310";karnikdamini@hotmail.com;1915-08-03;66;1;0;112;212;0;0;132;1;0.1;2;1;2;0
129;Advertising account planner;Talwar-Kaul;048-88-3171;"H.No. 926
Warrior Nagar, Kamarhati 494606";(Decimal('-68.1281215'), Decimal('-5.087218'));B-;['https://dora-dugar.info/', 'http://www.dalia.info/', 'http://sanghvi-ganesh.biz/'];amirabajaj;Kismat Sharaf;M;"H.No. 172
Raj Ganj
Rohtak 095008";tara11@hotmail.com;1913-05-31;60;1;2;140;185;0;0;155;0;3.0;1;0;2;0
130;ingénieur système;Pereira;1,40077E+14;"avenue Nathalie Lopes
97752 Sainte Hortense";(Decimal('36.1154055'), Decimal('-23.523500'));A+;['http://www.gilles.fr/'];gregoiremargaux;Andrée Lemonnier de Peron;F;"rue de Mary
82757 Saint Jean";marc28@club-internet.fr;2011-12-01;55;1;0;132;353;0;1;132;1;1.2;1;1;3;0
131;coordonnateur d'études cliniques;Hamon S.A.S.;1,32075E+14;"14, avenue de Dufour
89486 De Sousadan";(Decimal('4.457454'), Decimal('-171.769928'));B+;['http://petit.fr/', 'https://ribeiro.fr/', 'https://pages.com/'];sdupuy;Martin Le Meunier;M;"avenue Delaunay
56768 Saint Adriendan";jerome89@gmail.com;1908-03-21;58;1;2;140;211;1;0;165;0;0.0;2;0;2;1
132;Radiographer, therapeutic;Baker-Mitchell;218-92-3162;"753 Kimberly Walk Apt. 711
Lake Angela, AK 92636";(Decimal('-62.872455'), Decimal('-152.190801'));AB-;['https://www.kennedy.com/', 'http://www.martin.info/'];katelynsimpson;Katherine Sims DDS;F;"Unit 1843 Box 3939
DPO AA 58635";sharonpatel@hotmail.com;1977-05-30;58;0;2;120;340;0;1;172;0;0.0;2;0;2;1
133;Research scientist (maths);Carson-Jones;807-61-9435;"PSC 8033, Box 9184
APO AP 59808";(Decimal('-21.3454855'), Decimal('116.354099'));B-;['http://www.navarro.com/', 'http://carlson.com/'];christinabranch;William May;M;"323 Juarez Plains
Port Thomas, OR 82714";dorseypaul@hotmail.com;2019-08-06;58;0;3;150;283;1;0;162;0;1.0;2;0;2;1
134;ingénieur en acoustique;Salmon Gilles S.A.R.L.;2,31075E+14;"72, boulevard Rossi
47670 Léger";(Decimal('17.1843775'), Decimal('19.403574'));A+;['https://www.lagarde.fr/', 'http://thibault.fr/', 'http://www.leroux.org/', 'http://www.pascal.org/'];fleurycorinne;Gabriel Legrand;M;"70, rue Dijoux
02457 Lombard";carrecatherine@club-internet.fr;1936-03-05;51;1;2;94;227;0;1;154;1;0.0;2;1;3;1
135;Financial manager;Shepard-Clark;524-24-3265;"12803 Price Cliff Apt. 714
Chavezfort, MD 16946";(Decimal('89.4725045'), Decimal('-17.422748'));B+;['https://smith.com/', 'http://www.henderson.com/'];susancampbell;Brandy Wong;F;"68665 Gregory Trail
Reynoldsmouth, MS 49454";valerie10@yahoo.com;1934-06-11;42;1;3;148;244;0;0;178;0;0.8;2;2;2;1
136;Accountant, chartered public finance;Ranganathan, Cherian and Chand;814-43-8741;"21
Bajaj
Muzaffarpur-701507";(Decimal('18.8405195'), Decimal('-168.671452'));B-;['https://www.lala.com/', 'http://www.sura.org/', 'https://mandal-kakar.org/', 'https://www.acharya.com/'];badalbains;Ivan Banik;M;"242, Handa Circle
Ratlam 448089";nakuldasgupta@hotmail.com;1920-11-12;58;1;0;146;218;0;1;105;0;2.0;1;1;3;0
137;Communications engineer;Chandra, Varughese and Dhingra;292-92-8799;49/89, Brar Street, Ramgarh-038609;(Decimal('23.6118375'), Decimal('127.656136'));B+;['http://kapoor.com/', 'http://www.dugar-madan.com/', 'https://www.golla-goswami.com/', 'http://www.gill-soni.biz/'];lagan36;Hazel Banik;F;"537
Reddy Road, Kota 789543";balakrishnananvi@hotmail.com;1977-02-16;54;1;1;192;283;0;0;195;0;0.0;2;1;3;0
